ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website,datime
SCS,HOSE,Du lịch và Giải trí,CT,2013,0.286,94.4,94.4,2008.0,541,2.8,-0.016,-0.008,-0.118,DV Hàng hóa Sài Gòn,Travel & Leisure,257,5751,http://www.scsc.vn,2312091722
SCR,HOSE,Bất động sản,CT,41608,0.004,395.7,395.7,2004.0,307,2.3,0.034,0.111,0.224,TTC Land,Real Estate,336,8633,https://ttcland.vn,2312091722
SCL,UPCOM,Xây dựng và Vật liệu,CT,900,0.0,17.3,17.3,2007.0,167,2.6,-0.01,-0.036,0.973,Sông Đà Cao Cường,Construction & Materials,180,2353,http://www.songdacaocuong.vn,2312091722
SCY,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,62.0,62.0,2008.0,870,2.2,-0.1,0.31,1.063,Đóng tàu Sông Cấm,Industrial Goods & Services,188,2753,https://songcam.vn,2312091722
SD5,HNX,Xây dựng và Vật liệu,CT,2404,0.023,26.0,26.0,2004.0,1107,2.5,-0.02,-0.054,0.004,Sông Đà 5,Construction & Materials,181,2357,http://www.songda5.com.vn,2312091722
SD4,UPCOM,Xây dựng và Vật liệu,CT,1182,0.02,10.3,10.3,2007.0,559,,0.018,-0.077,-0.262,Sông Đà 4,Construction & Materials,181,2357,http://www.songda4.vn,2312091722
SD6,HNX,Xây dựng và Vật liệu,CT,2479,0.014,34.8,34.8,2005.0,415,2.3,-0.02,-0.041,0.045,Sông Đà 6,Construction & Materials,181,2357,http://www.songda6.com.vn,2312091722
SD7,UPCOM,Xây dựng và Vật liệu,CT,0,0.005,10.6,10.6,2004.0,18,,0.061,-0.088,-0.105,Sông Đà 7,Construction & Materials,181,2357,http://www.songda7.com.vn,2312091722
SD2,UPCOM,Xây dựng và Vật liệu,CT,0,0.06,14.4,14.4,2006.0,189,,0.093,0.024,-0.326,Sông Đà 2,Construction & Materials,181,2357,http://www.songda2.com.vn,2312091722
SD1,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,7.8,5.0,2007.0,1,,0.123,0.102,-0.413,Sông Đà 1,Construction & Materials,181,2357,http://www.songda1.com.vn,2312091722
SD3,UPCOM,Xây dựng và Vật liệu,CT,0,0.001,16.0,16.0,2005.0,107,,0.001,0.003,0.374,Sông Đà 3,Construction & Materials,181,2357,http://www.songda3.vn,2312091722
SD9,HNX,Xây dựng và Vật liệu,CT,5983,0.023,34.2,34.2,2005.0,418,2.3,-0.032,-0.041,0.166,Sông Đà 9,Construction & Materials,181,2357,http://www.songda9.com,2312091722
SDA,HNX,Hàng & Dịch vụ Công nghiệp,CT,2775,0.001,26.2,26.2,2003.0,59,2.9,0.015,0.033,-0.252,XKLĐ Sông Đà,Industrial Goods & Services,196,2793,http://www.simco.vn,2312091722
SDB,UPCOM,Xây dựng và Vật liệu,CT,0,0.002,11.0,11.0,2002.0,120,,-0.187,-0.208,-0.58,Sông Đà 207,Construction & Materials,181,2357,http://www.songda207.vn,2312091722
SD8,UPCOM,Xây dựng và Vật liệu,CT,0,0.11,2.8,2.8,1996.0,909,,-0.083,-0.103,-0.247,Sông Đà 8,Construction & Materials,181,2357,http://www.songda8.com.vn,2312091722
SDG,HNX,Hàng & Dịch vụ Công nghiệp,CT,144,0.003,10.1,10.1,1988.0,855,2.0,0.079,-0.397,-0.018,Sadico Cần Thơ,Industrial Goods & Services,184,2723,http://www.sadico.com.vn,2312091722
SDD,UPCOM,Xây dựng và Vật liệu,CT,6666,0.003,16.0,16.0,2004.0,15,,0.032,-0.041,-0.28,Xây lắp Sông Đà,Construction & Materials,181,2357,http://songdaic.vn,2312091722
SDJ,UPCOM,Xây dựng và Vật liệu,CT,422,0.003,4.3,4.3,2006.0,109,,-0.02,-0.041,-0.219,Sông Đà 25,Construction & Materials,180,2353,http://www.songda25.com/default.aspx,2312091722
SDN,HNX,Xây dựng và Vật liệu,CT,295,0.227,3.0,3.0,2000.0,196,,-0.02,-0.146,0.222,Sơn Đồng Nai,Construction & Materials,180,2353,http://www.dongnaipaint.com.vn,2312091722
SDK,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,167,0.02,2.6,2.6,2006.0,203,,0.054,-0.005,0.636,Cơ khí Luyện Kim,Industrial Goods & Services,189,2757,http://www.sadakim.vn,2312091722
SDC,HNX,Hàng & Dịch vụ Công nghiệp,CT,575,0.033,2.6,2.6,2005.0,153,,-0.02,0.122,0.119,Tư vấn Sông Đà,Industrial Goods & Services,195,2791,http://www.sdcc.com.vn,2312091722
SDP,UPCOM,Xây dựng và Vật liệu,CT,0,0.001,11.1,11.1,2005.0,15,,0.091,0.07,-0.366,Công ty Cổ phần SDP,Construction & Materials,180,2353,http://www.sdp.com.vn,2312091722
SDT,HNX,Xây dựng và Vật liệu,CT,1618,0.011,42.7,42.7,2005.0,664,2.1,-0.044,-0.109,0.059,Sông Đà 10,Construction & Materials,181,2357,http://www.songda10.com.vn,2312091722
SDX,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,2.5,2.3,2001.0,0,,-0.02,-0.041,-0.648,PCCC và Đầu tư XD Sông Đà,Construction & Materials,181,2357,http://www.pcccsongda.vn,2312091722
SDU,HNX,Xây dựng và Vật liệu,CT,322,0.001,20.0,20.0,2007.0,48,2.1,-0.208,-0.229,0.039,Đô thị Sông Đà,Construction & Materials,181,2357,http://www.dothisongda.com.vn,2312091722
SED,HNX,Truyền thông,CT,601,0.076,9.3,10.0,2007.0,103,,-0.004,-0.036,0.144,Phát triển GD Phương Nam,Media,256,5557,https://phuongnam.edu.vn,2312091722
SDY,UPCOM,Xây dựng và Vật liệu,CT,391,0.003,4.5,4.5,2003.0,65,,-0.097,-0.409,-0.693,Xi măng Sông Đà Yaly,Construction & Materials,180,2353,http://www.songdayaly.vn,2312091722
SEA,UPCOM,Thực phẩm và đồ uống,CT,598,0.0,125.0,125.0,2011.0,76,2.3,-0.007,-0.013,0.159,SEAPRODEX,Food & Beverage,217,3573,https://seaprodex.vn,2312091722
SEB,HNX,"Điện, nước & xăng dầu khí đốt",CT,0,0.001,32.0,32.0,2003.0,85,3.0,-0.013,0.038,-0.179,Điện miền Trung,Utilities,274,7535,http://mientrungpid.com.vn,2312091722
SEP,UPCOM,Hóa chất,CT,0,0.0,8.4,8.4,2007.0,550,,-0.02,0.066,1.509,Thương mại Quảng Trị,Chemicals,150,1353,http://www.sepon.com.vn,2312091722
SDV,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,258,0.001,5.0,5.0,2007.0,492,,-0.02,-0.041,-0.076,Dịch vụ Sonadezi,Industrial Goods & Services,199,2799,http://news.sonadezi-sdv.com.vn,2312091722
SFG,HOSE,Hóa chất,CT,765,0.007,47.9,47.9,1976.0,550,2.6,-0.019,-0.063,-0.115,Phân bón Miền Nam,Chemicals,151,1357,https://phanbonmiennam.com.vn,2312091722
SFC,HOSE,"Điện, nước & xăng dầu khí đốt",CT,0,0.008,11.2,11.3,2000.0,177,3.2,-0.087,-0.051,0.028,Nhiên liệu Sài Gòn,Utilities,275,7573,http://www.sfc.com.vn,2312091722
SFI,HOSE,Hàng & Dịch vụ Công nghiệp,CT,1293,0.096,22.1,23.8,1998.0,376,3.2,0.011,-0.052,0.037,Vận tải SAFI,Industrial Goods & Services,191,2773,http://www.safi.com.vn,2312091722
SFN,HNX,Hàng & Dịch vụ Công nghiệp,CT,351,0.009,2.9,3.0,2006.0,326,,-0.02,-0.316,-0.252,Dệt lưới Sài Gòn,Industrial Goods & Services,198,2797,http://www.sfn.vn,2312091722
SGB,UPCOM,Ngân hàng,NH,3134,0.149,308.0,308.0,1993.0,1399,2.3,-0.02,-0.064,-0.031,Sài Gòn Công thương,Banks,289,8355,https://www.saigonbank.com.vn,2312091722
SGH,HNX,Du lịch và Giải trí,CT,237,0.003,12.4,12.4,1997.0,58,2.4,-0.02,0.031,-0.029,Khách sạn Sài Gòn,Travel & Leisure,259,5753,https://saigonhotel.com.vn,2312091722
KLF,HNX,Du lịch và Giải trí,CT,11248,0.005,165.4,165.4,2009.0,54,2.5,-0.02,-0.041,-0.08,KLF Global,Travel & Leisure,260,5755,https://cfscorp.vn,2312091722
KIP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,148,0.0,9.8,9.8,2004.0,326,,-0.04,0.023,0.125,K.I.P Việt Nam,Industrial Goods & Services,187,2737,https://kipvietnam.vn,2312091722
KHS,HNX,Thực phẩm và đồ uống,CT,154,0.002,12.1,12.1,2009.0,587,,-0.02,0.02,-0.366,Thủy sản Kiên Hùng,Food & Beverage,217,3573,http://www.kihuseavn.com,2312091722
KLB,UPCOM,Ngân hàng,NH,1940,0.0,361.5,365.3,1995.0,3603,2.6,-0.011,-0.041,-0.404,KienlongBank,Banks,289,8355,https://kienlongbank.com,2312091722
KHW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,330,0.0,28.6,28.6,2010.0,327,2.6,-0.055,0.183,0.337,Cấp thoát nước Khánh Hòa,Utilities,277,7577,http://ctnkh.com.vn,2312091722
KKC,HNX,Tài nguyên Cơ bản,CT,0,0.044,5.2,5.2,2001.0,24,,0.012,-0.041,-0.268,Tập đoàn Thành Thái,Basic Resources,159,1757,https://thanhthaigroup.com.vn,2312091722
KMR,HOSE,Hàng cá nhân & Gia dụng,CT,0,0.627,56.9,56.9,2007.0,236,2.6,-0.026,-0.055,0.07,MIRAE,Personal & Household Goods,226,3763,http://miraejsc.com,2312091722
KLM,UPCOM,Tài nguyên Cơ bản,CT,92,0.0,3.9,3.9,2008.0,56,,-0.02,-0.041,0.506,Kim loại màu Nghệ Tĩnh,Basic Resources,158,1755,http://congtykimloaimaunghetinh.com,2312091722
KOS,HOSE,Bất động sản,CT,0,0.005,216.5,216.5,2008.0,105,2.0,-0.01,0.017,-0.015,Công ty KOSY,Real Estate,336,8633,https://kosy.vn,2312091722
KSD,HNX,Hàng cá nhân & Gia dụng,CT,523,0.253,12.0,12.0,2003.0,90,,-0.142,-0.258,-0.437,Đầu tư DNA,Personal & Household Goods,219,3722,http://www.hangermetal.com,2312091722
KMT,HNX,Tài nguyên Cơ bản,CT,308,0.0,9.8,9.8,1994.0,86,,-0.056,-0.077,-0.012,Kim khí Miền Trung,Basic Resources,159,1757,http://www.cevimetal.com.vn,2312091722
KSQ,HNX,Tài nguyên Cơ bản,CT,1331,0.006,30.0,30.0,2006.0,9,,-0.02,-0.041,-0.08,CNC Capital Việt Nam,Basic Resources,166,1775,http://www.cnccapital.com.vn,2312091722
KSB,HOSE,Tài nguyên Cơ bản,CT,11193,0.032,76.3,76.6,1993.0,304,2.3,0.027,0.094,0.641,Khoáng sản Bình Dương,Basic Resources,166,1775,http://bimico.com.vn,2312091722
KSH,UPCOM,Tài nguyên Cơ bản,CT,4331,0.002,57.5,57.5,2000.0,6,,-0.02,-0.041,-0.413,Damac GLS,Basic Resources,166,1775,http://damac.com.vn,2312091722
KPF,HOSE,Xây dựng và Vật liệu,CT,846,0.007,60.9,60.9,2009.0,7,2.4,0.0,0.028,-0.599,Đầu tư Tài sản KOJI,Construction & Materials,180,2353,https://kpf.com.vn,2312091722
KSF,HNX,Bất động sản,CT,421,0.0,300.0,300.0,2015.0,233,2.5,0.0,-0.019,-0.491,Tập đoàn Real Tech,Real Estate,336,8633,https://ksf.vn,2312091722
KSS,UPCOM,Tài nguyên Cơ bản,CT,0,0.013,49.4,0.0,2004.0,20,,,,,Na Rì Hamico,Basic Resources,166,1775,http://www.narihamico.vn,2312091722
KSV,HNX,Tài nguyên Cơ bản,CT,1093,0.0,200.0,200.0,2010.0,5091,2.2,-0.03,-0.104,0.28,Khoáng sản TKV,Basic Resources,166,1775,https://vimico.vn,2312091722
KVC,UPCOM,Tài nguyên Cơ bản,CT,4822,0.012,49.5,49.5,2008.0,16,,-0.02,0.007,0.02,XNK Inox Kim Vĩ,Basic Resources,159,1757,http://kimvico.com.vn,2312091722
KTT,HNX,Xây dựng và Vật liệu,CT,276,0.007,3.0,3.0,2003.0,12,,-0.054,-0.188,-0.571,Tập đoàn Đầu tư KTT,Construction & Materials,181,2357,https://kttgroup.vn,2312091722
KST,HNX,Công nghệ Thông tin,CT,0,0.005,6.0,6.0,2009.0,84,,-0.085,-0.083,-0.083,KASATI,Technology,314,9578,http://www.kasati.com.vn,2312091722
KTL,UPCOM,Tài nguyên Cơ bản,CT,0,0.001,19.2,6.5,1969.0,1460,2.1,-0.02,-0.159,-0.544,Kim khí Thăng Long,Basic Resources,159,1757,http://tlmw.com.vn,2312091722
KTC,UPCOM,Thực phẩm và đồ uống,CT,284,0.0,36.5,36.5,2010.0,578,2.4,-0.02,-0.041,0.451,Thương mại Kiên Giang,Food & Beverage,218,3577,http://www.ktcvn.com.vn,2312091722
KTS,HNX,Thực phẩm và đồ uống,CT,317,0.001,5.1,5.1,1995.0,317,,0.193,0.243,2.495,Đường Kon Tum,Food & Beverage,218,3577,http://www.ktsduongkontum.vn,2312091722
L10,HOSE,Hàng & Dịch vụ Công nghiệp,CT,1498,0.01,9.8,9.9,2006.0,1528,2.8,-0.053,-0.039,-0.16,LILAMA 10,Industrial Goods & Services,189,2757,http://www.lilama10.com.vn,2312091722
L35,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,447,0.0,3.3,3.3,2007.0,162,,0.175,-0.076,0.17,Cơ khí Lilama,Industrial Goods & Services,189,2757,http://www.lilamaemc.com.vn,2312091722
L40,HNX,Xây dựng và Vật liệu,CT,114,0.001,3.6,3.6,2001.0,49,,-0.02,-0.041,-0.175,Đầu tư và Xây dựng 40,Construction & Materials,181,2357,https://l40.vn,2312091722
L14,HNX,Xây dựng và Vật liệu,CT,407,0.002,30.9,30.9,1982.0,65,2.8,0.061,0.179,-0.299,Licogi 14,Construction & Materials,181,2357,http://www.licogi14.vn,2312091722
L12,UPCOM,Xây dựng và Vật liệu,CT,0,0.001,6.7,7.0,2005.0,225,,0.001,-0.041,-0.101,LICOGI 12,Construction & Materials,181,2357,https://www.licogi12.com,2312091722
L18,HNX,Xây dựng và Vật liệu,CT,3503,0.0,38.1,38.1,2006.0,586,2.5,-0.001,0.148,0.788,LICOGI - 18,Construction & Materials,181,2357,http://www.licogi18.com.vn,2312091722
L43,HNX,Hàng & Dịch vụ Công nghiệp,CT,323,0.01,3.5,3.5,2006.0,54,,0.057,-0.233,-0.48,LILAMA 45.3,Industrial Goods & Services,189,2757,https://lilama45-3.com,2312091722
L44,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,410,0.011,4.0,4.0,1979.0,19,,-0.02,0.159,-0.33,LILAMA 45.4,Industrial Goods & Services,189,2757,http://www.lilama454.com.vn,2312091722
L62,HNX,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,8.3,8.3,2004.0,124,,-0.051,-0.041,-0.28,LILAMA 69.2,Industrial Goods & Services,189,2757,http://lilama69-2.com.vn,2312091722
L61,HNX,Hàng & Dịch vụ Công nghiệp,CT,775,0.048,7.6,7.6,2006.0,967,,-0.118,-0.102,-0.228,LILAMA 69-1,Industrial Goods & Services,189,2757,http://www.lilama69-1.com.vn,2312091722
L45,UPCOM,Xây dựng và Vật liệu,CT,369,0.001,4.8,4.8,2007.0,80,,-0.081,-0.129,-0.141,Lilama 45.1,Construction & Materials,181,2357,http://www.lilama45-1.com,2312091722
L63,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,8.3,8.3,1993.0,1187,,-0.02,-0.041,-0.43,Lilama 69-3,Industrial Goods & Services,189,2757,http://www.lilama69-3.vn,2312091722
LAF,HOSE,Thực phẩm và đồ uống,CT,0,0.019,14.7,14.7,1995.0,183,2.8,0.022,0.039,-0.082,Chế biến Hàng XK Long An,Food & Beverage,218,3577,http://www.lafooco.vn,2312091722
LAW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,129,0.0,12.2,12.2,2007.0,142,,-0.02,-0.041,-0.179,Cấp thoát nước Long An,Utilities,277,7577,http://www.lawaco.com.vn,2312091722
LAS,HNX,Hóa chất,CT,9417,0.004,112.9,112.9,2009.0,1868,2.8,0.039,0.085,0.724,Hóa chất Lâm Thao,Chemicals,151,1357,https://supelamthao.vn,2312091722
LAI,UPCOM,Xây dựng và Vật liệu,CT,113,0.0,8.6,8.6,2006.0,47,2.5,-0.032,-0.031,-0.372,XD Long An IDICO,Construction & Materials,181,2357,http://www.idico-linco.com.vn,2312091722
LBE,HNX,Truyền thông,CT,118,0.005,2.0,2.0,2004.0,30,,0.183,-0.009,-0.351,Sách và Thiết bị Trường học Long An,Media,256,5557,http://www.sachthietbila.com.vn,2312091722
LCG,HOSE,Xây dựng và Vật liệu,CT,31854,0.021,189.6,191.6,2001.0,391,2.4,0.013,0.052,0.961,LIZEN,Construction & Materials,181,2357,https://lizen.vn,2312091722
LCD,HNX,Xây dựng và Vật liệu,CT,129,0.0,1.5,1.5,2004.0,113,,-0.02,-0.041,-0.08,Thí nghiệm cơ điện,Construction & Materials,181,2357,http://emetc.vn,2312091722
LCS,UPCOM,Xây dựng và Vật liệu,CT,339,0.002,7.6,7.6,2007.0,7,,-0.02,0.209,-0.626,Licogi 16.6,Construction & Materials,181,2357,http://licogi166.vn,2312091722
LCM,UPCOM,Tài nguyên Cơ bản,CT,2233,0.041,24.6,24.6,2002.0,20,,-0.02,-0.079,-0.08,Khoáng sản Lào Cai,Basic Resources,166,1775,http://www.khoangsanlaocai.com.vn,2312091722
LBM,HOSE,Xây dựng và Vật liệu,CT,885,0.192,20.0,20.0,2003.0,790,3.2,0.003,-0.024,0.119,Khoáng sản Lâm Đồng,Construction & Materials,180,2353,http://lbm-vn.vn,2312091722
LBC,UPCOM,Bán lẻ,CT,173,0.0,1.5,1.5,2003.0,167,,-0.02,-0.041,0.138,Thương mại - Đầu tư Long Biên,Retail,250,5373,http://www.haprolongbien.vn,2312091722
LCC,UPCOM,Xây dựng và Vật liệu,CT,193,0.0,5.8,5.8,1959.0,114,,-0.02,-0.041,-0.35,Xi măng Hồng Phong,Construction & Materials,180,2353,http://www.ximanglangson.com.vn,2312091722
LDG,HOSE,Bất động sản,CT,309,0.006,256.2,257.0,2010.0,130,2.5,-0.142,-0.18,-0.417,Đầu tư LDG,Real Estate,339,8637,https://www.ldginvestment.vn,2312091722
LDP,HNX,Y tế,CT,339,0.002,12.7,12.7,1982.0,249,2.5,-0.007,-0.073,1.598,Dược Lâm Đồng - Ladophar,Health Care,238,4577,https://ladophar.com,2312091722
LDW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,417,0.0,78.8,78.8,2005.0,368,2.5,-0.02,-0.041,-0.08,Cấp thoát nước Lâm Đồng,Utilities,277,7577,https://lawaco.com,2312091722
LGM,UPCOM,Hàng cá nhân & Gia dụng,CT,437,0.002,7.4,7.4,2006.0,481,,0.238,0.332,0.696,Giày da và may mặc XK (Legamex),Personal & Household Goods,226,3763,https://legamex.vn,2312091722
LEC,HOSE,Bất động sản,CT,26286,0.0,26.1,26.1,2007.0,87,2.1,-0.003,-0.042,-0.236,BĐS Điện lực Miền Trung,Real Estate,336,8633,http://lec.com.vn,2312091722
LGL,HOSE,Bất động sản,CT,1394,0.017,51.5,51.5,2001.0,42,2.8,0.01,0.021,0.22,Long Giang Land,Real Estate,336,8633,http://www.longgiangland.com.vn,2312091722
LGC,HOSE,Xây dựng và Vật liệu,CT,256,0.45,192.9,192.9,2000.0,100,2.5,0.037,0.079,0.227,Đầu tư Cầu đường CII,Construction & Materials,181,2357,http://www.ciibr.com.vn,2312091722
LG9,UPCOM,Xây dựng và Vật liệu,CT,240,0.0,5.0,5.0,2010.0,68,,-0.195,-0.441,-0.11,Cơ giới và XL số 9 (Licogi 9),Construction & Materials,181,2357,http://www.licogi9.com.vn,2312091722
LHC,HNX,Xây dựng và Vật liệu,CT,448,0.186,14.4,14.4,1976.0,889,3.0,-0.026,-0.019,-0.036,XD Thủy lợi Lâm Đồng,Construction & Materials,181,2357,http://www.lhc.com.vn,2312091722
LHG,HOSE,Bất động sản,CT,0,0.203,50.0,50.0,2006.0,138,3.2,-0.02,0.006,0.501,KCN Long Hậu,Real Estate,336,8633,https://longhau.com.vn,2312091722
LIC,UPCOM,Xây dựng và Vật liệu,CT,319,0.0,90.0,90.0,2010.0,125,1.8,0.0,-0.178,-0.381,LICOGI,Construction & Materials,181,2357,https://licogi.vn,2312091722
LIG,HNX,Xây dựng và Vật liệu,CT,0,0.0,94.2,95.1,2005.0,121,2.4,0.08,0.117,0.142,Licogi 13,Construction & Materials,181,2357,http://www.licogi13.com.vn,2312091722
LIX,HOSE,Hàng cá nhân & Gia dụng,CT,174,0.067,32.4,32.4,1993.0,1100,3.0,-0.015,0.016,0.274,Bột Giặt Lix,Personal & Household Goods,228,3767,http://www.lixco.com,2312091722
LM7,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,431,0.003,5.0,5.0,2007.0,207,,-0.02,-0.001,-0.08,LILAMA 7,Industrial Goods & Services,189,2757,https://lilama7.com.vn,2312091722
LKW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,201,0.034,2.5,2.5,2004.0,65,,-0.02,-0.073,-0.203,Cấp nước Long Khánh,Utilities,277,7577,http://www.capnuoclongkhanh.com.vn,2312091722
LM3,UPCOM,Xây dựng và Vật liệu,CT,0,0.007,5.2,5.2,2006.0,83,,-0.02,0.079,-0.343,Lilama 3,Construction & Materials,181,2357,http://lilama3.vn,2312091722
LLM,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,79.7,79.7,2010.0,1208,1.9,0.039,0.006,-0.112,LILAMA,Industrial Goods & Services,189,2757,https://lilama.com.vn,2312091722
LM8,HOSE,Xây dựng và Vật liệu,CT,1127,0.018,9.4,9.4,1977.0,2935,,-0.02,0.059,0.428,LILAMA 18,Construction & Materials,181,2357,http://www.lilama18.com.vn,2312091722
LMI,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,155,0.012,5.5,5.5,2008.0,427,,0.142,-0.029,0.067,Lắp máy IDICO,Industrial Goods & Services,189,2757,http://www.lamaidico.com.vn,2312091722
LMC,UPCOM,Tài nguyên Cơ bản,CT,131,0.0,1.5,1.5,2012.0,7,,-0.02,0.097,1.42,Khoáng sản LATCA,Basic Resources,166,1775,http://longbeachlmc.vn,2312091722
LMH,UPCOM,Bất động sản,CT,0,0.001,25.6,25.6,2012.0,7,,-0.02,-0.041,-0.58,Quoc te Holding,Real Estate,336,8633,https://quocteholding.vn/vi/home,2312091722
LQN,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,255,0.0,1.9,1.9,2005.0,54,,-0.157,-0.337,-0.869,Licogi Quảng Ngãi,Industrial Goods & Services,189,2757,http://www.licogiqngai.com,2312091722
LO5,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,992,0.008,5.1,5.1,2006.0,163,,-0.02,-0.041,-0.171,LILAMA 5,Industrial Goods & Services,189,2757,http://www.lilama5.com.vn,2312091722
LPB,HOSE,Ngân hàng,NH,59906,0.031,2557.6,2057.6,2008.0,11975,2.7,0.048,0.014,0.558,LienVietPostBank,Banks,289,8355,https://lienvietpostbank.com.vn,2312091722
LPT,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,1033,0.0,12.0,12.0,2008.0,139,,-0.02,-0.056,-0.352,TM và SX Lập Phương Thành,Industrial Goods & Services,196,2793,http://lapphuongthanh.vn,2312091722
LNC,UPCOM,Hóa chất,CT,547,0.0,8.2,8.2,2010.0,422,,-0.02,-0.041,-0.08,Lệ Ninh - Quảng Bình,Chemicals,150,1353,http://www.leninh.vn,2312091722
LSG,UPCOM,Bất động sản,CT,33053,0.0,90.0,90.0,2007.0,27,2.4,0.066,-0.192,0.427,BĐS Sài Gòn Vina,Real Estate,336,8633,http://www.landsaigon.vn,2312091722
M10,UPCOM,Hàng cá nhân & Gia dụng,CT,1223,0.0,31.8,31.8,2004.0,7347,2.9,-0.026,-0.03,0.003,May10,Personal & Household Goods,226,3763,http://www.garco10.com.vn,2312091722
LTG,UPCOM,Hóa chất,CT,5126,0.421,100.7,80.6,,3206,2.1,0.013,0.01,0.162,Tập đoàn Lộc Trời (BVTV An Giang),Chemicals,151,1357,https://loctroi.vn,2312091722
LSS,HOSE,Thực phẩm và đồ uống,CT,8120,0.009,74.5,74.5,2000.0,1296,2.5,-0.033,-0.014,0.837,Mía đường Lam Sơn,Food & Beverage,218,3577,http://www.lasuco.com.vn,2312091722
LTC,UPCOM,Công nghệ Thông tin,CT,0,0.022,4.6,4.6,2000.0,10,,0.091,0.07,2.253,Điện nhẹ Viễn thông,Technology,311,9572,http://www.ltc.com.vn,2312091722
MA1,UPCOM,Bất động sản,CT,0,0.0,5.3,5.3,2005.0,45,,-0.02,-0.041,-0.038,MACHINCO1,Real Estate,336,8633,http://www.machinco1.com.vn,2312091722
LUT,UPCOM,Xây dựng và Vật liệu,CT,0,0.003,15.0,15.0,2003.0,11,,0.123,0.559,-0.139,Đầu tư Xây dựng Lương Tài,Construction & Materials,181,2357,http://www.luongtaigroup.com,2312091722
MAC,HNX,Hàng & Dịch vụ Công nghiệp,CT,0,0.003,15.1,15.1,1984.0,126,,0.441,0.408,1.007,Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,Industrial Goods & Services,188,2753,http://www.maserco.com.vn,2312091722
MAS,HNX,Du lịch và Giải trí,CT,562,0.15,4.3,4.3,1991.0,355,,-0.04,-0.076,-0.241,Sân bay Đà Nẵng,Travel & Leisure,262,5759,http://www.masco.com.vn,2312091722
MBB,HOSE,Ngân hàng,NH,126621,0.232,5214.1,5214.1,1994.0,16085,3.2,0.002,-0.018,0.16,MBBank,Banks,289,8355,https://www.mbbank.com.vn,2312091722
MBS,HNX,Dịch vụ tài chính,CK,16050,0.005,437.6,437.7,2000.0,649,3.0,-0.006,0.136,0.866,Chứng khoán MB,Financial Services,300,8777,http://mbs.com.vn,2312091722
MBG,HNX,Xây dựng và Vật liệu,CT,9038,0.003,120.2,120.2,2009.0,45,2.8,0.029,0.062,-0.08,Tập đoàn MBG,Construction & Materials,180,2353,http://mbg.vn,2312091722
MBN,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,5.8,5.8,2006.0,693,,-0.02,-0.041,-0.08,Môi trường và Công trình ĐT Bắc Ninh,Industrial Goods & Services,199,2799,https://moitruongdothibacninh.com.vn,2312091722
MCF,HNX,Thực phẩm và đồ uống,CT,0,0.015,10.8,10.8,2004.0,338,,-0.054,0.008,0.164,Cơ khí và Lương thực Thực phẩm,Food & Beverage,218,3577,http://mecofood.com.vn,2312091722
MCG,UPCOM,Xây dựng và Vật liệu,CT,4853,0.001,52.1,57.5,2009.0,46,1.9,-0.066,-0.166,-0.446,Năng lượng và Bất động sản MCG,Construction & Materials,181,2357,http://www.mecojsc.vn,2312091722
MCC,HNX,Xây dựng và Vật liệu,CT,0,0.001,5.0,5.0,2000.0,69,,-0.02,-0.041,0.031,Gạch ngói cao cấp,Construction & Materials,180,2353,http://www.gachngoicaocap.com,2312091722
MCH,UPCOM,Thực phẩm và đồ uống,CT,833,0.022,716.5,727.5,2000.0,5597,3.2,0.012,0.117,0.136,Hàng Tiêu Dùng MaSan,Food & Beverage,218,3577,http://www.masanconsumer.com,2312091722
MCM,UPCOM,Thực phẩm và đồ uống,CT,1830,0.011,110.0,110.0,2015.0,797,2.7,-0.015,-0.019,-0.035,Giống bò sữa Mộc Châu,Food & Beverage,218,3577,https://www.mcmilk.com.vn,2312091722
MCO,HNX,Xây dựng và Vật liệu,CT,864,0.019,4.1,4.1,2003.0,6,,0.088,0.376,0.298,BDC Việt Nam,Construction & Materials,181,2357,http://www.mcovietnam.com.vn,2312091722
