ticker,industry,industryEn,exchange,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,shortName,website,shareHolder_OwnPercent,companyProfile,historyDev,companyPromise,businessRisk,keyDevelopments,businessStrategies
TV1,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,1626,0.0,26.7,26.7,1982.0,605,Tư vấn XD Điện 1,http://www.pecc1.com.vn,"[{'Tập đoàn Điện lực Việt Nam': 0.5434}, {'Lê Minh Hà': 0.142}, {'Vũ Thị Thanh Hương': 0.0218}, {'Hoàng Công Thái': 0.0187}, {'Vũ Thị Ngọc Trâm': 0.0181}, {'Nguyễn Thi Lượt': 0.0147}, {'Đỗ Việt Khoa': 0.0141}, {'Lê Văn Lực': 0.0099}, {'Mai Hữu Thung': 0.0077}, {'Khác': 0.0338}]",,,,,,
TV1,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,1626,0.0,26.7,26.7,1982.0,605,Tư vấn XD Điện 1,http://www.pecc1.com.vn,"[{'Tập đoàn Điện lực Việt Nam': 0.5434}, {'Lê Minh Hà': 0.142}, {'Vũ Thị Thanh Hương': 0.0218}, {'Hoàng Công Thái': 0.0187}, {'Vũ Thị Ngọc Trâm': 0.0181}, {'Nguyễn Thi Lượt': 0.0147}, {'Đỗ Việt Khoa': 0.0141}, {'Lê Văn Lực': 0.0099}, {'Mai Hữu Thung': 0.0077}, {'Khác': 0.0338}]",,,,,,
TV6,Bán lẻ,Retail,UPCOM,129,0.335,3.0,3.0,2008.0,27,TM ĐT xây lắp điện Thịnh Vượng,http://www.thinhvuongvn.com,"[{'Công ty TNHH Tư Nhân Walead': 0.3517}, {'Nguyễn Thị Thơm': 0.1}, {'Nguyễn Hồng Hải': 0.0829}, {'Mạc Phối Dinh': 0.045}, {'Phạm Xuân Hoà': 0.04}, {'Phùng Thị Tơ': 0.0002}, {'Trần Thị Thanh Nguyệt': 0.0001}, {'Bùi Thùy Giang': 0.0001}, {'Khác': 0.0001}]",,,,,,
TV6,Bán lẻ,Retail,UPCOM,129,0.335,3.0,3.0,2008.0,27,TM ĐT xây lắp điện Thịnh Vượng,http://www.thinhvuongvn.com,"[{'Công ty TNHH Tư Nhân Walead': 0.3517}, {'Nguyễn Thị Thơm': 0.1}, {'Nguyễn Hồng Hải': 0.0829}, {'Mạc Phối Dinh': 0.045}, {'Phạm Xuân Hoà': 0.04}, {'Phùng Thị Tơ': 0.0002}, {'Trần Thị Thanh Nguyệt': 0.0001}, {'Bùi Thùy Giang': 0.0001}, {'Khác': 0.0001}]",,,,,,
TVB,Dịch vụ tài chính,Financial Services,HOSE,10325,0.018,112.1,112.1,2006.0,60,Chứng khoán Trí Việt,http://www.tvsc.vn,"[{'Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt': 0.5047}, {'Phạm Thanh Tùng': 0.0248}, {'Phạm Thị Thanh Huyền': 0.0199}, {'Đỗ Thanh Hà': 0.0133}, {'Đỗ Đức Nam': 0.0049}, {'Nguyễn Tiến Sơn': 0.0044}, {'Lê Thị Thu Hương': 0.0018}, {'Đỗ Thị Nga': 0.0009}, {'Phạm Hồng Minh': 0.0006}, {'Khác': 0.0016}]",,,,,,
TVB,Dịch vụ tài chính,Financial Services,HOSE,10325,0.018,112.1,112.1,2006.0,60,Chứng khoán Trí Việt,http://www.tvsc.vn,"[{'Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt': 0.5047}, {'Phạm Thanh Tùng': 0.0248}, {'Phạm Thị Thanh Huyền': 0.0199}, {'Đỗ Thanh Hà': 0.0133}, {'Đỗ Đức Nam': 0.0049}, {'Nguyễn Tiến Sơn': 0.0044}, {'Lê Thị Thu Hương': 0.0018}, {'Đỗ Thị Nga': 0.0009}, {'Phạm Hồng Minh': 0.0006}, {'Khác': 0.0016}]",,,,,,
TV4,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,HNX,485,0.007,19.8,19.8,2007.0,431,Tư vấn XD Điện 4,http://www.pecc4.vn,"[{'Tập đoàn Điện lực Việt Nam': 0.7165}, {'Lâm Du Sơn': 0.0215}, {'Phạm Minh Sơn': 0.0076}, {'Vũ Thành Danh': 0.0058}, {'Nguyễn Xuân Phương': 0.0044}, {'Nguyễn Duy Quốc Việt': 0.0037}, {'Vũ Ngọc Thư': 0.0031}, {'Hồ Nam Khánh': 0.0025}, {'Phạm Ngọc Sơn A': 0.002}, {'Khác': 0.0084}]",,,,,,
TV4,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,HNX,485,0.007,19.8,19.8,2007.0,431,Tư vấn XD Điện 4,http://www.pecc4.vn,"[{'Tập đoàn Điện lực Việt Nam': 0.7165}, {'Lâm Du Sơn': 0.0215}, {'Phạm Minh Sơn': 0.0076}, {'Vũ Thành Danh': 0.0058}, {'Nguyễn Xuân Phương': 0.0044}, {'Nguyễn Duy Quốc Việt': 0.0037}, {'Vũ Ngọc Thư': 0.0031}, {'Hồ Nam Khánh': 0.0025}, {'Phạm Ngọc Sơn A': 0.002}, {'Khác': 0.0084}]",,,,,,
TV3,Xây dựng và Vật liệu,Construction & Materials,HNX,0,0.003,9.5,9.5,2007.0,465,Tư vấn XD điện 3,http://www.pecc3.com.vn,"[{'Tập đoàn Điện lực Việt Nam': 0.4878}, {'Công Ty Tnhh Vp Invest': 0.1378}, {'Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh': 0.1249}, {'Thái Tuấn Tài': 0.0376}, {'Bùi Thị Kim Yến': 0.0233}, {'Trần Quốc Điền': 0.0067}, {'Lê Văn Thu': 0.0029}, {'Nguyễn Minh Chiến': 0.0029}, {'Tôn Thất Hùng': 0.0026}, {'Khác': 0.0351}]",,,,,,
TV3,Xây dựng và Vật liệu,Construction & Materials,HNX,0,0.003,9.5,9.5,2007.0,465,Tư vấn XD điện 3,http://www.pecc3.com.vn,"[{'Tập đoàn Điện lực Việt Nam': 0.4878}, {'Công Ty Tnhh Vp Invest': 0.1378}, {'Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh': 0.1249}, {'Thái Tuấn Tài': 0.0376}, {'Bùi Thị Kim Yến': 0.0233}, {'Trần Quốc Điền': 0.0067}, {'Lê Văn Thu': 0.0029}, {'Nguyễn Minh Chiến': 0.0029}, {'Tôn Thất Hùng': 0.0026}, {'Khác': 0.0351}]",,,,,,
TVA,Xây dựng và Vật liệu,Construction & Materials,UPCOM,339,0.0,6.3,6.3,2008.0,312,Sứ Viglacera Thanh Trì,http://viglacerathanhtri.vn,"[{'Tổng Công ty Viglacera - Công ty Cổ phần': 0.5996}, {'LÊ ANH TUẤN': 0.0785}, {'ĐINH QUANG HUY': 0.0683}, {'Nguyễn Minh Tuấn': 0.0557}, {'Nguyễn Văn Lý': 0.0338}, {'Nguyễn Thị Hồng Hạnh': 0.0172}, {'Nguyễn Thế Anh': 0.0134}, {'Ngô Thị Reo': 0.0074}, {'Ngô Trung Dũng': 0.0073}, {'Khác': 0.0133}]",,,,,,
TVA,Xây dựng và Vật liệu,Construction & Materials,UPCOM,339,0.0,6.3,6.3,2008.0,312,Sứ Viglacera Thanh Trì,http://viglacerathanhtri.vn,"[{'Tổng Công ty Viglacera - Công ty Cổ phần': 0.5996}, {'LÊ ANH TUẤN': 0.0785}, {'ĐINH QUANG HUY': 0.0683}, {'Nguyễn Minh Tuấn': 0.0557}, {'Nguyễn Văn Lý': 0.0338}, {'Nguyễn Thị Hồng Hạnh': 0.0172}, {'Nguyễn Thế Anh': 0.0134}, {'Ngô Thị Reo': 0.0074}, {'Ngô Trung Dũng': 0.0073}, {'Khác': 0.0133}]",,,,,,
TVC,Dịch vụ tài chính,Financial Services,HNX,441,0.001,118.6,118.6,2012.0,23,Tập đoàn Trí Việt,http://tcorp.vn,"[{'Công Ty TNHH Một Thành Viên Tùng Trí Việt': 0.1351}, {'Phạm Thanh Tùng': 0.0707}, {'Lê Việt': 0.0636}, {'Hoàng Thị Quế Anh': 0.0492}, {'Phạm Thanh Hoa': 0.0271}, {'Trần Thu Hiền': 0.0212}, {'Đỗ Thị Nga': 0.0089}, {'Đỗ Đức Nam': 0.0084}, {'Nguyễn Đức Anh Tuấn': 0.0068}, {'Khác': 0.0266}]",,,,,,
TVC,Dịch vụ tài chính,Financial Services,HNX,441,0.001,118.6,118.6,2012.0,23,Tập đoàn Trí Việt,http://tcorp.vn,"[{'Công Ty TNHH Một Thành Viên Tùng Trí Việt': 0.1351}, {'Phạm Thanh Tùng': 0.0707}, {'Lê Việt': 0.0636}, {'Hoàng Thị Quế Anh': 0.0492}, {'Phạm Thanh Hoa': 0.0271}, {'Trần Thu Hiền': 0.0212}, {'Đỗ Thị Nga': 0.0089}, {'Đỗ Đức Nam': 0.0084}, {'Nguyễn Đức Anh Tuấn': 0.0068}, {'Khác': 0.0266}]",,,,,,
TVD,Tài nguyên Cơ bản,Basic Resources,HNX,0,0.043,45.0,45.0,2008.0,5652,Than Vàng Danh,https://vangdanhcoal.com.vn,"[{'Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam': 0.6683}, {'Trịnh Xuân Thỏa': 0.0022}, {'Nguyễn Văn Trịnh': 0.0005}, {'Nguyễn Tiến Phượng': 0.0004}, {'Vương Minh Thu': 0.0003}, {'Nguyễn Văn Dũng': 0.0002}, {'Vũ Đình Việt': 0.0001}, {'Đặng Văn Kham': 0.0001}, {'Khác': 0.0682}]",,,,,,
TVD,Tài nguyên Cơ bản,Basic Resources,HNX,0,0.043,45.0,45.0,2008.0,5652,Than Vàng Danh,https://vangdanhcoal.com.vn,"[{'Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam': 0.6683}, {'Trịnh Xuân Thỏa': 0.0022}, {'Nguyễn Văn Trịnh': 0.0005}, {'Nguyễn Tiến Phượng': 0.0004}, {'Vương Minh Thu': 0.0003}, {'Nguyễn Văn Dũng': 0.0002}, {'Vũ Đình Việt': 0.0001}, {'Đặng Văn Kham': 0.0001}, {'Khác': 0.0682}]",,,,,,
TVG,Xây dựng và Vật liệu,Construction & Materials,UPCOM,129,0.0,2.0,2.0,1959.0,73,XD Giao thông Vận tải,https://www.tricc.vn,"[{'Đỗ Thị Minh Hải': 0.2494}, {'ĐỖ VĂN HẠT': 0.243}, {'Đặng Tuấn Cường': 0.1075}, {'Phạm Viết Hùng': 0.0992}, {'Nguyễn Thúy Hảo': 0.0935}, {'Nguyễn Thị Bạch Diệp': 0.0543}, {'Đào Thị Hạnh': 0.0181}, {'Nguyễn Trường Thành': 0.0165}, {'Phạm Minh Huấn': 0.0155}, {'Khác': 0.065}]",,,,,,
TVG,Xây dựng và Vật liệu,Construction & Materials,UPCOM,129,0.0,2.0,2.0,1959.0,73,XD Giao thông Vận tải,https://www.tricc.vn,"[{'Đỗ Thị Minh Hải': 0.2494}, {'ĐỖ VĂN HẠT': 0.243}, {'Đặng Tuấn Cường': 0.1075}, {'Phạm Viết Hùng': 0.0992}, {'Nguyễn Thúy Hảo': 0.0935}, {'Nguyễn Thị Bạch Diệp': 0.0543}, {'Đào Thị Hạnh': 0.0181}, {'Nguyễn Trường Thành': 0.0165}, {'Phạm Minh Huấn': 0.0155}, {'Khác': 0.065}]",,,,,,
TVN,Tài nguyên Cơ bản,Basic Resources,UPCOM,7102,0.001,678.0,678.0,2012.0,6079,Thép Việt Nam,https://vnsteel.vn,"[{'Ministry Of Industry And Trade Of The Socialist Republic Of Vietnam': 0.9393}, {'Đinh Quốc Thái': 0.0017}, {'Nguyễn Thị Nguyên': 0.0015}, {'Trịnh Khôi Nguyên': 0.001}, {'Khác': 0.0001}]",,,,,,
TVN,Tài nguyên Cơ bản,Basic Resources,UPCOM,7102,0.001,678.0,678.0,2012.0,6079,Thép Việt Nam,https://vnsteel.vn,"[{'Ministry Of Industry And Trade Of The Socialist Republic Of Vietnam': 0.9393}, {'Đinh Quốc Thái': 0.0017}, {'Nguyễn Thị Nguyên': 0.0015}, {'Trịnh Khôi Nguyên': 0.001}, {'Khác': 0.0001}]",,,,,,
TVM,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,239,0.0,2.4,2.4,2013.0,296,Tư vấn đầu tư Mỏ,http://vimcc.vn,"[{'Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam': 0.51}, {'Nguyễn Công Tân': 0.0054}, {'Phạm Thị Việt Nga': 0.0037}, {'Đỗ Hồng Nguyên': 0.0037}, {'LÊ VĂN DUẨN': 0.0037}, {'Lê Đức Tuấn': 0.0026}, {'Nguyễn Việt Cường': 0.0012}, {'Lê Việt Phương': 0.0008}, {'Trần Thị Minh Thu': 0.0002}, {'Khác': 0.0001}]",,,,,,
TVM,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,239,0.0,2.4,2.4,2013.0,296,Tư vấn đầu tư Mỏ,http://vimcc.vn,"[{'Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam': 0.51}, {'Nguyễn Công Tân': 0.0054}, {'Phạm Thị Việt Nga': 0.0037}, {'Đỗ Hồng Nguyên': 0.0037}, {'LÊ VĂN DUẨN': 0.0037}, {'Lê Đức Tuấn': 0.0026}, {'Nguyễn Việt Cường': 0.0012}, {'Lê Việt Phương': 0.0008}, {'Trần Thị Minh Thu': 0.0002}, {'Khác': 0.0001}]",,,,,,
TVH,Xây dựng và Vật liệu,Construction & Materials,UPCOM,223,0.0,4.0,4.0,2004.0,134,Tư vấn XD công trình Hàng hải,http://www.cmbvn.com.vn,"[{'Tổng Công ty Hàng hải Việt Nam - CTCP': 0.49}, {'Hoàng Tiến Linh': 0.0061}, {'Nguyễn Hữu Hòa': 0.0054}, {'Trần Hải Thanh': 0.0053}, {'Đinh Văn Ngọc': 0.0036}, {'Dương Thị Thanh Huyền': 0.0032}, {'Lê Tấn Đạt': 0.0027}, {'Vũ Ngọc Long': 0.0027}, {'Phạm Trung Kiên': 0.0026}, {'Khác': 0.004}]",,,,,,
TVH,Xây dựng và Vật liệu,Construction & Materials,UPCOM,223,0.0,4.0,4.0,2004.0,134,Tư vấn XD công trình Hàng hải,http://www.cmbvn.com.vn,"[{'Tổng Công ty Hàng hải Việt Nam - CTCP': 0.49}, {'Hoàng Tiến Linh': 0.0061}, {'Nguyễn Hữu Hòa': 0.0054}, {'Trần Hải Thanh': 0.0053}, {'Đinh Văn Ngọc': 0.0036}, {'Dương Thị Thanh Huyền': 0.0032}, {'Lê Tấn Đạt': 0.0027}, {'Vũ Ngọc Long': 0.0027}, {'Phạm Trung Kiên': 0.0026}, {'Khác': 0.004}]",,,,,,
TVT,Hàng cá nhân & Gia dụng,Personal & Household Goods,HOSE,738,0.003,21.0,21.0,2007.0,1571,May Việt Thắng,https://vietthang.com.vn,"[{'Tập đoàn Dệt May Việt Nam': 0.4693}, {'Công ty TNHH Tường Long': 0.0512}, {'Nguyễn Đức Khiêm': 0.0364}, {'Diều Chí Hảo': 0.0275}, {'Nguyễn Hữu Phú': 0.0109}, {'Dương Thị Lan Dung': 0.0107}, {'Lê Thiết Hùng': 0.0047}, {'Trần Thị Thanh Phượng': 0.0032}, {'Nguyễn Quang Minh': 0.0024}, {'Khác': 0.0044}]",,,,,,
TVT,Hàng cá nhân & Gia dụng,Personal & Household Goods,HOSE,738,0.003,21.0,21.0,2007.0,1571,May Việt Thắng,https://vietthang.com.vn,"[{'Tập đoàn Dệt May Việt Nam': 0.4693}, {'Công ty TNHH Tường Long': 0.0512}, {'Nguyễn Đức Khiêm': 0.0364}, {'Diều Chí Hảo': 0.0275}, {'Nguyễn Hữu Phú': 0.0109}, {'Dương Thị Lan Dung': 0.0107}, {'Lê Thiết Hùng': 0.0047}, {'Trần Thị Thanh Phượng': 0.0032}, {'Nguyễn Quang Minh': 0.0024}, {'Khác': 0.0044}]",,,,,,
TVS,Dịch vụ tài chính,Financial Services,HOSE,2553,0.287,151.3,151.3,2006.0,98,Chứng khoán Thiên Việt,https://www.tvs.vn,"[{'Nguyễn Trung Hà': 0.2984}, {'Đinh Thị Hoa': 0.0884}, {'Wardhaven Vietnam Fund': 0.0599}, {'Phạm Ngọc Quỳnh': 0.0156}, {'Phan Thanh Diện': 0.0115}, {'Bùi Thị Kim Oanh': 0.0104}, {'Nguyễn Thanh Thảo': 0.0082}, {'Phan Thanh Liêm': 0.0053}, {'Đinh Dũng': 0.0047}, {'Khác': 0.0899}]",,,,,,
TVS,Dịch vụ tài chính,Financial Services,HOSE,2553,0.287,151.3,151.3,2006.0,98,Chứng khoán Thiên Việt,https://www.tvs.vn,"[{'Nguyễn Trung Hà': 0.2984}, {'Đinh Thị Hoa': 0.0884}, {'Wardhaven Vietnam Fund': 0.0599}, {'Phạm Ngọc Quỳnh': 0.0156}, {'Phan Thanh Diện': 0.0115}, {'Bùi Thị Kim Oanh': 0.0104}, {'Nguyễn Thanh Thảo': 0.0082}, {'Phan Thanh Liêm': 0.0053}, {'Đinh Dũng': 0.0047}, {'Khác': 0.0899}]",,,,,,
TW3,Y tế,Health Care,UPCOM,143,0.001,1.7,1.8,2010.0,135,Dược TW3,https://duoctw3.com,"[{'Tổng Công ty Dược Việt Nam - CTCP': 0.65}, {'Trương Thoại Nhân': 0.2353}, {'Vũ Tam Khôi': 0.0263}, {'Hoàng Minh Thắng': 0.0169}, {'Nguyễn Đức Thắng': 0.0034}, {'Trần Thị Minh': 0.0019}, {'Nguyễn Thành Linh': 0.0012}, {'Nguyễn Thế Nam': 0.0011}, {'Hoàng Thị Minh Tâm': 0.0011}, {'Khác': 0.0004}]",,,,,,
TW3,Y tế,Health Care,UPCOM,143,0.001,1.7,1.8,2010.0,135,Dược TW3,https://duoctw3.com,"[{'Tổng Công ty Dược Việt Nam - CTCP': 0.65}, {'Trương Thoại Nhân': 0.2353}, {'Vũ Tam Khôi': 0.0263}, {'Hoàng Minh Thắng': 0.0169}, {'Nguyễn Đức Thắng': 0.0034}, {'Trần Thị Minh': 0.0019}, {'Nguyễn Thành Linh': 0.0012}, {'Nguyễn Thế Nam': 0.0011}, {'Hoàng Thị Minh Tâm': 0.0011}, {'Khác': 0.0004}]",,,,,,
TXM,Xây dựng và Vật liệu,Construction & Materials,HNX,1116,0.009,7.0,7.0,2005.0,53,Thạch cao Xi măng,http://www.thachcaoximang.com.vn,"[{'Tổng Công ty Xi măng Việt Nam': 0.5121}, {'Công ty Cổ phần Xi măng VICEM Hà Tiên': 0.1}, {'Trịnh Ngọc Thắng': 0.0421}, {'Hoàng Việt': 0.0069}, {'Đặng Quang Hạnh': 0.0025}, {'Nguyễn Ngọc Doan': 0.0005}, {'Hồ Thị Hà': 0.0003}, {'Lê Văn Vinh': 0.0002}, {'Huỳnh Trung Hiếu': 0.0002}, {'Khác': 0.0039}]",,,,,,
TXM,Xây dựng và Vật liệu,Construction & Materials,HNX,1116,0.009,7.0,7.0,2005.0,53,Thạch cao Xi măng,http://www.thachcaoximang.com.vn,"[{'Tổng Công ty Xi măng Việt Nam': 0.5121}, {'Công ty Cổ phần Xi măng VICEM Hà Tiên': 0.1}, {'Trịnh Ngọc Thắng': 0.0421}, {'Hoàng Việt': 0.0069}, {'Đặng Quang Hạnh': 0.0025}, {'Nguyễn Ngọc Doan': 0.0005}, {'Hồ Thị Hà': 0.0003}, {'Lê Văn Vinh': 0.0002}, {'Huỳnh Trung Hiếu': 0.0002}, {'Khác': 0.0039}]",,,,,,
TYA,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,HOSE,0,0.402,30.7,6.1,1992.0,346,Dây và Cáp điện Taya,http://www.taya.com.vn,"[{'Công ty Cổ Phầnhh Dây Và Cáp Điện Taya': 0.8001}, {'Shen San Yi': 0.0066}, {'Shen Shang Pang': 0.0057}, {'Shen Shang Tao': 0.0015}, {'Shen Shang Hung': 0.0015}, {'Chiu Chin Teng': 0.0008}, {'Chiu Tsung Jen': 0.0001}, {'Khác': 0.0346}]",,,,,,
TYA,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,HOSE,0,0.402,30.7,6.1,1992.0,346,Dây và Cáp điện Taya,http://www.taya.com.vn,"[{'Công ty Cổ Phầnhh Dây Và Cáp Điện Taya': 0.8001}, {'Shen San Yi': 0.0066}, {'Shen Shang Pang': 0.0057}, {'Shen Shang Tao': 0.0015}, {'Shen Shang Hung': 0.0015}, {'Chiu Chin Teng': 0.0008}, {'Chiu Tsung Jen': 0.0001}, {'Khác': 0.0346}]",,,,,,
UCT,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,165,0.0,5.3,5.3,2010.0,336,Đô thị Cần Thơ,http://www.congtrinhdothicantho.vn,"[{'Ủy ban Nhân dân Thành phố Cần Thơ': 0.51}, {'Đặng Minh Khiết': 0.0028}, {'Lê Thanh Hiếu': 0.0027}, {'Trần Thanh Phong': 0.0013}, {'Nguyễn Thạch Em': 0.0007}, {'Nguyễn Hữu Có': 0.0007}, {'Võ Văn Được': 0.0006}, {'Nguyễn Thị Thúy Vy': 0.0002}, {'Nguyễn Phúc Như': 0.0002}, {'Khác': 0.0005}]",,,,,,
UCT,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,165,0.0,5.3,5.3,2010.0,336,Đô thị Cần Thơ,http://www.congtrinhdothicantho.vn,"[{'Ủy ban Nhân dân Thành phố Cần Thơ': 0.51}, {'Đặng Minh Khiết': 0.0028}, {'Lê Thanh Hiếu': 0.0027}, {'Trần Thanh Phong': 0.0013}, {'Nguyễn Thạch Em': 0.0007}, {'Nguyễn Hữu Có': 0.0007}, {'Võ Văn Được': 0.0006}, {'Nguyễn Thị Thúy Vy': 0.0002}, {'Nguyễn Phúc Như': 0.0002}, {'Khác': 0.0005}]",,,,,,
UDJ,Xây dựng và Vật liệu,Construction & Materials,UPCOM,676,0.048,16.5,16.5,2007.0,16,Becamex UDJ,https://becamexudj.com.vn,"[{'Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP': 0.51}, {'Nguyen Susan Ha': 0.0477}, {'Kiều Oanh': 0.003}, {'Dương Thị Hồng Tỵ': 0.0018}, {'Nguyễn Minh Đồng': 0.0012}, {'Phạm Thị Lan Thảo': 0.0006}, {'Phan Trần Thùy Linh': 0.0002}, {'Khác': 0.0001}]",,,,,,
UDJ,Xây dựng và Vật liệu,Construction & Materials,UPCOM,676,0.048,16.5,16.5,2007.0,16,Becamex UDJ,https://becamexudj.com.vn,"[{'Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP': 0.51}, {'Nguyen Susan Ha': 0.0477}, {'Kiều Oanh': 0.003}, {'Dương Thị Hồng Tỵ': 0.0018}, {'Nguyễn Minh Đồng': 0.0012}, {'Phạm Thị Lan Thảo': 0.0006}, {'Phan Trần Thùy Linh': 0.0002}, {'Khác': 0.0001}]",,,,,,
UDC,Xây dựng và Vật liệu,Construction & Materials,UPCOM,1201,0.136,34.7,35.0,1995.0,209,Xây dựng và Phát triển đô thị Bà Rịa - Vũng Tàu,http://www.udec.com.vn,"[{'Ủy Ban Nhân Dân Tỉnh Bà Rịa - Vũng Tàu': 0.6769}, {'Nh Investment & Securities Co., Ltd.': 0.0511}, {'Phan Hoàng Tuấn': 0.0467}, {'Triệu Bảo Kim': 0.0023}, {'Trần Thái Hòa': 0.0012}, {'Nguyễn Thế Thường': 0.0011}, {'Trịnh Hàng': 0.0003}, {'VÕ THÀNH TÀI': 0.0003}, {'Đặng Xuân Trường': 0.0003}, {'Khác': 0.0695}]",,,,,,
UDC,Xây dựng và Vật liệu,Construction & Materials,UPCOM,1201,0.136,34.7,35.0,1995.0,209,Xây dựng và Phát triển đô thị Bà Rịa - Vũng Tàu,http://www.udec.com.vn,"[{'Ủy Ban Nhân Dân Tỉnh Bà Rịa - Vũng Tàu': 0.6769}, {'Nh Investment & Securities Co., Ltd.': 0.0511}, {'Phan Hoàng Tuấn': 0.0467}, {'Triệu Bảo Kim': 0.0023}, {'Trần Thái Hòa': 0.0012}, {'Nguyễn Thế Thường': 0.0011}, {'Trịnh Hàng': 0.0003}, {'VÕ THÀNH TÀI': 0.0003}, {'Đặng Xuân Trường': 0.0003}, {'Khác': 0.0695}]",,,,,,
UEM,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,171,0.0,2.4,2.4,2013.0,197,Cơ điện Uông Bí - Vinacomin,http://www.codienuongbi.vn,"[{'Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam': 0.3537}, {'Lê Văn Tuấn': 0.0304}, {'Nguyễn Thị Xuân': 0.0121}, {'Lê Hồng Quang': 0.0106}, {'Nguyễn Minh Tâm': 0.0072}, {'Nguyễn Minh Tâm': 0.0071}, {'Phan Văn Sứng': 0.0068}, {'Nguyễn Trọng Thanh': 0.0055}, {'Lê Hữu Tài': 0.0055}, {'Khác': 0.0114}]",,,,,,
UEM,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,171,0.0,2.4,2.4,2013.0,197,Cơ điện Uông Bí - Vinacomin,http://www.codienuongbi.vn,"[{'Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam': 0.3537}, {'Lê Văn Tuấn': 0.0304}, {'Nguyễn Thị Xuân': 0.0121}, {'Lê Hồng Quang': 0.0106}, {'Nguyễn Minh Tâm': 0.0072}, {'Nguyễn Minh Tâm': 0.0071}, {'Phan Văn Sứng': 0.0068}, {'Nguyễn Trọng Thanh': 0.0055}, {'Lê Hữu Tài': 0.0055}, {'Khác': 0.0114}]",,,,,,
UDL,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,856,0.0,6.6,6.6,2008.0,656,Đô thị và Môi trường Đắk Lắk,http://www.moitruongdothidaklak.com.vn,"[{'Công Ty Trách Nhiệm Hữu Hạn Xây Dựng Cầu Đường Hoàng Nam': 0.502}, {'Ủy Ban Nhân Dân Tỉnh Đắk Lắk': 0.36}, {'BÙI VĂN QUÝ': 0.0008}, {'Lê Đình Trung': 0.0008}, {'Lê Nguyên Vũ': 0.0008}, {'Phan Thị Thùy Phương': 0.0007}, {'Bùi Thị Ngà': 0.0005}, {'Nguyễn Quốc Tuấn': 0.0005}, {'Phan Thị Thu Thảo': 0.0004}, {'Khác': 0.001}]",,,,,,
UDL,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,UPCOM,856,0.0,6.6,6.6,2008.0,656,Đô thị và Môi trường Đắk Lắk,http://www.moitruongdothidaklak.com.vn,"[{'Công Ty Trách Nhiệm Hữu Hạn Xây Dựng Cầu Đường Hoàng Nam': 0.502}, {'Ủy Ban Nhân Dân Tỉnh Đắk Lắk': 0.36}, {'BÙI VĂN QUÝ': 0.0008}, {'Lê Đình Trung': 0.0008}, {'Lê Nguyên Vũ': 0.0008}, {'Phan Thị Thùy Phương': 0.0007}, {'Bùi Thị Ngà': 0.0005}, {'Nguyễn Quốc Tuấn': 0.0005}, {'Phan Thị Thu Thảo': 0.0004}, {'Khác': 0.001}]",,,,,,
UIC,Xây dựng và Vật liệu,Construction & Materials,HOSE,572,0.123,8.0,8.0,2000.0,100,Phát triển Nhà và Đô thị IDICO,http://udico.com.vn,"[{'Tổng Công ty IDICO - CTCP': 0.6693}, {'Vũ Công Khái': 0.0118}, {'Phan Văn Quang': 0.0103}, {'Nguyễn Thị Kim Dung': 0.0088}, {'Trần Văn Phú': 0.006}, {'Phạm Thiếu Sơn': 0.005}, {'Trần Thuý Hường': 0.0035}, {'Đỗ Huy Thảo': 0.0031}, {'Trịnh Xuân Tấn': 0.003}, {'Khác': 0.0026}]",,,,,,
